Name,Age,Position,Player Nationality,Market Value,Club,League,League Country,Transfer Type,Fee
André Franco,24,Attacking Midfield,Portugal,3.5,FC Porto,Liga Portugal,Portugal,Permanent,4.07
Emiliano Rigoni,29,Right Winger,Argentina,3.5,Austin,MLS,United States,Permanent,3.65
Lukas Lerager,28,Central Midfield,Denmark,3.0,FC Copenhagen,Superligaen,Denmark,Permanent,3.5
Robin Olsen,32,Goalkeeper,Sweden,2.0,Aston Villa,Premier League,England,Permanent,3.5
Karim Konaté,18,Centre-Forward,Cote d'Ivoire,6.0,RB Salzburg,Bundesliga,Austria,Permanent,3.5
Pedrinho,22,Left Winger,Brazil,1.8,Loko Moscow,Premier Liga,Russia,Permanent,3.5
Rodrigão,26,Centre-Back,Brazil,3.5,Zenit S-Pb,Premier Liga,Russia,Permanent,3.5
Lewis Ferguson,22,Central Midfield,Scotland,2.0,Bologna,Serie A,Italy,Permanent,3.5
Francesco Caputo,34,Centre-Forward,Italy,2.5,Sampdoria,Serie A,Italy,Permanent,3.5
Jackson Porozo,21,Centre-Back,Ecuador,3.0,Troyes,Ligue 1,France,Permanent,3.5
Darko Churlinov,22,Left Winger,North Macedonia,1.3,Burnley,Championship,England,Permanent,3.5
Emanuel Aiwu,21,Centre-Back,Austria,3.0,Cremonese,Serie A,Italy,Permanent,3.5
Marko Milovanovic,18,Centre-Forward,Serbia,1.2,UD Almería,LaLiga,Spain,Permanent,3.5
Anton Zinkovskiy,26,Left Winger,Russia,3.5,Spartak Moscow,Premier Liga,Russia,Permanent,3.2
Daniil Utkin,22,Central Midfield,Russia,3.5,Rostov,Premier Liga,Russia,Permanent,3.0
Marin Ljubicic,20,Centre-Forward,Croatia,3.5,LASK,Bundesliga,Austria,Permanent,2.9
Hjalmar Ekdal,24,Centre-Back,Sweden,3.5,Burnley,Championship,England,Permanent,2.8
Kevin Agudelo,23,Attacking Midfield,Colombia,3.5,Spezia Calcio,Serie A,Italy,Permanent,2.8
Sergey Pinyaev,18,Left Winger,Russia,3.5,Loko Moscow,Premier Liga,Russia,Permanent,2.6
Andreas Hanche-Olsen,25,Centre-Back,Norway,3.5,1.FSV Mainz 05,Bundesliga,Germany,Permanent,2.5
Ivan Provedel,28,Goalkeeper,Italy,3.5,Lazio,Serie A,Italy,Permanent,2.38
Omar Colley,30,Centre-Back,The Gambia,3.5,Besiktas,Süper Lig,Turkey,Permanent,2.3
Ramón Sosa,23,Right Winger,Paraguay,3.5,CA Talleres,Copa de la Liga,Argentina,Permanent,2.12
Wesley Hoedt,28,Centre-Back,Netherlands,3.5,Watford,Championship,England,Permanent,2.0
Dejan Lovren,33,Centre-Back,Croatia,3.5,Olympique Lyon,Ligue 1,France,Permanent,2.0
Maxime Busi,22,Right-Back,Belgium,3.5,Stade Reims,Ligue 1,France,Permanent,2.0
Dedryck Boyata,31,Centre-Back,Belgium,3.5,Club Brugge,Jupiler Pro League,Belgium,Permanent,2.0
Adam Bareiro,26,Centre-Forward,Paraguay,3.5,San Lorenzo,Copa de la Liga,Argentina,Permanent,1.9
Luis Malagón,25,Goalkeeper,Mexico,3.5,América,Liga MX Clausura,Mexico,Permanent,1.88
Tahith Chong,22,Right Winger,Netherlands,3.5,Birmingham,Championship,England,Permanent,1.75
Daizen Maeda,24,Left Winger,Japan,3.5,Celtic,Premiership,Scotland,Permanent,1.53
Sargis Adamyan,29,Centre-Forward,Armenia,3.5,1.FC Köln,Bundesliga,Germany,Permanent,1.5
Rodrigo Zalazar,22,Attacking Midfield,Uruguay,3.5,FC Schalke 04,Bundesliga,Germany,Permanent,1.5
Adrien Hunou,28,Centre-Forward,France,3.5,Angers SCO,Ligue 1,France,Permanent,1.5
Riccardo Calafiori,20,Left-Back,Italy,3.5,FC Basel,Super League,Switzerland,Permanent,1.0
Halil Akbunar,28,Right Winger,Turkey,3.5,KVC Westerlo,Jupiler Pro League,Belgium,Permanent,1.0
Kévin Cabral,23,Left Winger,France,3.5,Colorado,MLS,United States,Permanent,9.5
Joaquín Pereyra,24,Central Midfield,Argentina,3.5,Atl. Tucumán,Copa de la Liga,Argentina,Permanent,9.38
Daniel,28,Goalkeeper,Brazil,3.5,San Jose,MLS,United States,Permanent,6.0
Magnus Kofod Andersen,23,Central Midfield,Denmark,3.5,Venezia,Serie B,Italy,Permanent,5.1
Sandro Ramírez,27,Centre-Forward,Spain,3.5,UD Las Palmas,LaLiga2,Spain,Loan,0.0
Didier Lamkel Zé,25,Left Winger,Cameroon,3.5,KV Kortrijk,Jupiler Pro League,Belgium,Permanent,5.0
Sasa Zdjelar,27,Defensive Midfield,Serbia,3.5,CSKA Moscow,Premier Liga,Russia,Permanent,5.0
Artur,26,Defensive Midfield,Brazil,3.5,Houston,MLS,United States,Permanent,2.91
Naci Ünüvar,19,Left Winger,Turkey,3.5,Trabzonspor,Süper Lig,Turkey,Loan,0.0
Shapi Suleymanov,22,Right Winger,Russia,3.5,H. Beer Sheva,Ligat ha'Al,Israel,Loan,0.0
Olimpiu Morutan,23,Attacking Midfield,Romania,3.5,Pisa,Serie B,Italy,Loan,0.0
Roman Evgenjev,23,Centre-Back,Russia,3.5,KS Samara,Premier Liga,Russia,Permanent,0.25
Ola Solbakken,24,Right Winger,Norway,3.5,AS Roma,Serie A,Italy,Free,0.0
Jérôme Onguéné,24,Centre-Back,Cameroon,3.5,E. Frankfurt,Bundesliga,Germany,Free,0.0
Lee Buchanan,21,Left-Back,England,3.5,Werder Bremen,Bundesliga,Germany,Free,0.0
Janik Haberer,28,Central Midfield,Germany,3.5,Union Berlin,Bundesliga,Germany,Free,0.0
Alexandru Maxim,32,Attacking Midfield,Romania,3.5,Besiktas,Süper Lig,Turkey,Loan,0.0
Gabriel Charpentier,23,Centre-Forward,Congo,3.5,Parma,Serie B,Italy,Unknown,0.0
Facundo Kruspzky,20,Left Winger,Argentina,3.5,Al-Wahda FC,UAE Pro League,United Arab Emirates,Free,0.0
Kelvin Yeboah,22,Centre-Forward,Italy,3.5,FC Augsburg,Bundesliga,Germany,Loan,0.0
Alexis Sánchez,33,Centre-Forward,Chile,3.5,Marseille,Ligue 1,France,Free,0.0
Radu Dragusin,20,Centre-Back,Romania,3.5,Genoa,Serie B,Italy,Loan,0.0
George Puscas,26,Centre-Forward,Romania,3.5,Genoa,Serie B,Italy,Loan,0.0
Jack Clarke,21,Left Winger,England,3.5,Sunderland,Championship,England,Unknown,0.0
Ionut Radu,25,Goalkeeper,Romania,3.5,AJ Auxerre,Ligue 1,France,Loan,0.0
Mihailo Ristic,26,Left-Back,Serbia,3.5,Benfica,Liga Portugal,Portugal,Free,0.0
Sebastiano Esposito,20,Centre-Forward,Italy,3.5,Bari,Serie B,Italy,Loan,0.0
Eddie Salcedo,20,Centre-Forward,Italy,3.5,Bari,Serie B,Italy,Loan,0.0
Martin Hongla,24,Defensive Midfield,Cameroon,3.5,Real Valladolid,LaLiga,Spain,Loan,0.0
Matías Vecino,30,Central Midfield,Uruguay,3.5,Lazio,Serie A,Italy,Free,0.0
Jérôme Onguéné,25,Centre-Back,Cameroon,3.5,RB Salzburg,Bundesliga,Austria,Loan,0.0
Festy Ebosele,19,Right-Back,Ireland,3.5,Udinese Calcio,Serie A,Italy,Free,0.0
Ferro,25,Centre-Back,Portugal,3.5,Vitesse,Eredivisie,Netherlands,Loan,0.0
Danilo Barbosa,26,Defensive Midfield,Brazil,3.5,Botafogo,Série A,Brazil,Free,0.0
Shoya Nakajima,28,Attacking Midfield,Japan,3.5,Antalyaspor,Süper Lig,Turkey,Free,0.0
Aboubakar Kamara,27,Centre-Forward,Mauritania,3.5,Aris Saloniki,Super League 1,Greece,Loan,0.0
Roberto Piccoli,22,Centre-Forward,Italy,3.5,FC Empoli,Serie A,Italy,Loan,0.0
Marko Pjaca,27,Left Winger,Croatia,3.5,FC Empoli,Serie A,Italy,Loan,0.0
Marlon,25,Left-Back,Brazil,3.5,Ankaragücü,Süper Lig,Turkey,Free,0.0
Pêpê,25,Central Midfield,Portugal,3.5,Ankaragücü,Süper Lig,Turkey,Loan,0.0
Taylan Antalyali,27,Central Midfield,Turkey,3.5,Ankaragücü,Süper Lig,Turkey,Loan,0.0
Bryan Reynolds,21,Right-Back,United States,3.5,KVC Westerlo,Jupiler Pro League,Belgium,Loan,0.0
Joe Rothwell,27,Central Midfield,England,3.5,Bournemouth,Premier League,England,Free,0.0
Lorenzo Colombo,20,Centre-Forward,Italy,3.5,Lecce,Serie A,Italy,Loan,0.0
Di'Shon Bernard,22,Centre-Back,Jamaica,3.5,Portsmouth,League One,England,Loan,0.0
Callum Styles,22,Central Midfield,Hungary,3.5,Millwall,Championship,England,Loan,0.0
Michaël Cuisance,23,Central Midfield,France,3.5,Sampdoria,Serie A,Italy,Loan,0.0
Patrick Cutrone,24,Centre-Forward,Italy,3.5,Como,Serie B,Italy,Unknown,0.0
Douglas Costa,31,Right Winger,Brazil,3.5,Los Angeles,MLS,United States,Free,0.0
Ismaily,32,Left-Back,Brazil,3.5,LOSC Lille,Ligue 1,France,Free,0.0
Antonio Blanco,22,Defensive Midfield,Spain,3.5,Alavés,LaLiga2,Spain,Loan,0.0
Cecilio Domínguez,27,Left Winger,Paraguay,3.5,Santos Laguna,Liga MX Clausura,Mexico,Free,0.0
Ibrahima Niane,23,Centre-Forward,Senegal,3.5,Angers SCO,Ligue 1,France,Loan,0.0
Marcel Ruiz,21,Central Midfield,Mexico,3.5,Toluca,Liga MX Clausura,Mexico,Unknown,0.0
Ionut Radu,25,Goalkeeper,Romania,3.5,Cremonese,Serie A,Italy,Loan,0.0
Robert Muric,26,Right Winger,Croatia,3.5,Konyaspor,Süper Lig,Turkey,Unknown,0.0
Juan Otero,27,Right Winger,Colombia,3.5,Sporting Gijón,LaLiga2,Spain,Loan,0.0
Óscar Estupiñán,25,Centre-Forward,Colombia,3.5,Hull City,Championship,England,Free,0.0
Lucas Halter,22,Centre-Back,Brazil,3.5,Goiás,Série A,Brazil,Loan,0.0
Mattia Caldara,28,Centre-Back,Italy,3.5,Spezia Calcio,Serie A,Italy,Loan,0.0
Bradley Locko,20,Left-Back,France,3.5,Stade Brestois,Ligue 1,France,Loan,0.0
Omar Fernández,29,Left Winger,Colombia,3.5,Puebla FC,Liga MX Clausura,Mexico,Loan,0.0
Farid Boulaya,29,Attacking Midfield,Algeria,3.5,Al-Gharafa SC,Stars League,Qatar,Free,0.0
Charles Aránguiz,33,Central Midfield,Chile,3.5,Internacional,Série A,Brazil,Free,0.0
Berke Özer,22,Goalkeeper,Turkey,3.5,Portimonense,Liga Portugal,Portugal,Free,0.0
Vitinho,28,Left Winger,Brazil,3.5,Ettifaq FC,Saudi Pro League,Saudi Arabia,Free,0.0
Luca Moro,21,Centre-Forward,Italy,3.5,Frosinone,Serie B,Italy,Loan,0.0
Kanu,25,Centre-Back,Brazil,3.5,EC Bahia,Série A,Brazil,Loan,0.0
Raul Gustavo,23,Centre-Back,Brazil,3.5,EC Bahia,Série A,Brazil,Loan,0.0
Fabiano Silva,22,Right-Back,Brazil,3.5,Kasimpasa,Süper Lig,Turkey,Loan,0.0
Caio Alexandre,23,Central Midfield,Brazil,3.5,Fortaleza,Série A,Brazil,Loan,0.0
Zinedine Ferhat,29,Right Winger,Algeria,3.5,Alanyaspor,Süper Lig,Turkey,Free,0.0
Aarón Molinas,22,Attacking Midfield,Argentina,3.5,Tigre,Copa de la Liga,Argentina,Loan,0.0
Juan Fernando Quintero,29,Attacking Midfield,Colombia,3.5,Junior FC,Liga Dimayor I,Colombia,Free,0.0
Alexis Canelo,30,Centre-Forward,Argentina,3.5,Club Tijuana,Liga MX Clausura,Mexico,Free,0.0
Manuel Castro,27,Right Midfield,Uruguay,3.5,FC Juárez,Liga MX Clausura,Mexico,Free,0.0
Domingo Blanco,27,Central Midfield,Argentina,3.5,SK Dnipro-1,Premier Liga,Ukraine,Free,0.0
Joakim Nilsson,28,Centre-Back,Sweden,3.5,St. Louis CITY,United States,United States,Free,0.0
Carlos Andrés Gómez,20,Right Winger,Colombia,2.5,Salt Lake,MLS,United States,Permanent,3.49
Harrison Ashby,21,Right-Back,Scotland,3.0,Newcastle,Premier League,England,Permanent,3.4
Jimmy-Jay Morgan,17,Centre-Forward,England,0.0,Chelsea U21,Premier League 2,England,Permanent,3.4
Ahmed Musa,29,Right Winger,Nigeria,3.4,Sivasspor,Süper Lig,Turkey,Free,0.0
Gift Orban,20,Centre-Forward,Nigeria,1.0,KAA Gent,Jupiler Pro League,Belgium,Permanent,3.3
Saba Lobzhanidze,28,Left Winger,Georgia,3.3,Karagümrük,Süper Lig,Turkey,Loan,0.0
Jhoanner Chávez,20,Left-Back,Ecuador,2.0,EC Bahia,Série A,Brazil,Permanent,3.25
Isak Hien,23,Centre-Back,Sweden,1.0,Hellas Verona,Serie A,Italy,Permanent,3.2
Manu García,24,Attacking Midfield,Spain,3.0,Aris Saloniki,Super League 1,Greece,Permanent,3.2
João Klauss,25,Centre-Forward,Brazil,3.0,St. Louis CITY,United States,United States,Permanent,3.2
Vakoun Bayo,25,Centre-Forward,Cote d'Ivoire,3.2,RSC Charleroi,Jupiler Pro League,Belgium,Permanent,1.5
Patrick van Aanholt,32,Left-Back,Netherlands,3.2,PSV Eindhoven,Eredivisie,Netherlands,Loan,0.0
João Figueiredo,26,Centre-Forward,Brazil,3.2,Basaksehir,Süper Lig,Turkey,Permanent,6.5
Lucas Romero,28,Defensive Midfield,Argentina,3.2,León,Liga MX Clausura,Mexico,Permanent,5.64
Ebrima Colley,22,Right Winger,The Gambia,3.2,Karagümrük,Süper Lig,Turkey,Loan,0.0
Cédric Brunner,28,Right-Back,Switzerland,3.2,FC Schalke 04,Bundesliga,Germany,Free,0.0
Jorge Morel,25,Centre-Back,Paraguay,3.2,Adana Demirspor,Süper Lig,Turkey,Loan,0.0
Emirhan Ilkhan,18,Central Midfield,Turkey,3.0,Torino,Serie A,Italy,Permanent,4.9
Sotiris Alexandropoulos,20,Central Midfield,Greece,3.0,Sporting CP,Liga Portugal,Portugal,Permanent,4.0
Arkadiusz Reca,27,Left-Back,Poland,3.0,Spezia Calcio,Serie A,Italy,Permanent,3.9
Josha Vagnoman,21,Right-Back,Germany,3.0,VfB Stuttgart,Bundesliga,Germany,Permanent,3.7
Ishaq Abdulrazak,20,Right Midfield,Nigeria,3.0,RSC Anderlecht,Jupiler Pro League,Belgium,Permanent,3.0
Roberto Fernández,22,Centre-Back,Paraguay,1.3,Dynamo Moscow,Premier Liga,Russia,Permanent,3.0
Elias Cobbaut,24,Centre-Back,Belgium,3.0,Parma,Serie B,Italy,Permanent,3.0
Jayden Oosterwolde,21,Left-Back,Netherlands,1.0,Parma,Serie B,Italy,Permanent,3.0
Osman Bukari,23,Right Winger,Ghana,3.0,Red Star,Super liga Srbije,Serbia,Permanent,3.0
Nicolai Vallys,25,Attacking Midfield,Denmark,1.5,Bröndby IF,Superligaen,Denmark,Permanent,3.0
Joaquim,24,Centre-Back,Brazil,5.0,Santos,Série A,Brazil,Permanent,3.0
Alan Matturro,18,Centre-Back,Uruguay,1.7,Genoa,Serie B,Italy,Permanent,3.0
Daniel Mancini,26,Right Winger,Argentina,2.5,Panathinaikos,Super League 1,Greece,Permanent,3.0
Ibrahim Salah,21,Left Winger,Morocco,8.0,Rennes,Ligue 1,France,Permanent,3.0
Mamadou Coulibaly,23,Central Midfield,Senegal,2.5,Salernitana,Serie A,Italy,Permanent,3.0
Robert Ljubicic,22,Left-Back,Croatia,2.5,Dinamo Zagreb,SuperSport HNL,Croatia,Permanent,3.0
Albert Grönbaek,21,Central Midfield,Denmark,1.5,Bodø/Glimt,Eliteserien,Norway,Permanent,3.0
Matthew Hoppe,21,Centre-Forward,United States,1.0,Middlesbrough,Championship,England,Permanent,3.0
Dmytro Riznyk,24,Goalkeeper,Ukraine,2.0,Shakhtar D.,Premier Liga,Ukraine,Permanent,3.0
Jean-Eudes Aholou,28,Defensive Midfield,Cote d'Ivoire,3.0,R. Strasbourg,Ligue 1,France,Permanent,3.0
Veton Berisha,28,Centre-Forward,Norway,1.8,Molde,Eliteserien,Norway,Permanent,3.0
Liberato Cacace,21,Left-Back,New Zealand,2.5,FC Empoli,Serie A,Italy,Permanent,3.0
Lucas Fasson,21,Centre-Back,Brazil,1.5,Loko Moscow,Premier Liga,Russia,Permanent,3.0
Mario Mitaj,19,Left-Back,Albania,5.0,Loko Moscow,Premier Liga,Russia,Permanent,3.0
Bafodé Diakité,21,Right-Back,France,3.0,LOSC Lille,Ligue 1,France,Permanent,3.0
Thierno Baldé,20,Right-Back,France,2.0,Troyes,Ligue 1,France,Permanent,3.0
Arijanet Muric,23,Goalkeeper,Kosovo,2.6,Burnley,Championship,England,Permanent,3.0
Rasmus Carstensen,21,Right-Back,Denmark,1.5,KRC Genk,Jupiler Pro League,Belgium,Permanent,3.0
Matías Palacios,20,Attacking Midfield,Argentina,2.0,Al-Ain FC,UAE Pro League,United Arab Emirates,Permanent,3.0
Luca Valzania,26,Central Midfield,Italy,1.2,Cremonese,Serie A,Italy,Permanent,3.0
Luca Zanimacchia,23,Right Winger,Italy,2.0,Cremonese,Serie A,Italy,Permanent,3.0
Gui Guedes,20,Central Midfield,Portugal,5.0,UD Almería,LaLiga,Spain,Permanent,3.0
Matteo Tramoni,22,Left Winger,France,2.2,Pisa,Serie B,Italy,Permanent,3.0
Marcel Tisserand,29,Centre-Back,DR Congo,2.8,Ettifaq FC,Saudi Pro League,Saudi Arabia,Permanent,3.0
Vivaldo,17,Centre-Forward,Portugal,0.0,Udinese U19,Primavera 1,Italy,Permanent,3.0
José Gragera,22,Central Midfield,Spain,3.0,Espanyol,LaLiga,Spain,Permanent,2.8
Léo,26,Centre-Back,Brazil,3.0,Vasco da Gama,Série A,Brazil,Permanent,2.8
Leonardo Campana,22,Centre-Forward,Ecuador,3.0,Miami,MLS,United States,Permanent,2.7
Matt Clarke,25,Centre-Back,England,3.0,Middlesbrough,Championship,England,Permanent,2.6
Hrvoje Smolcic,21,Centre-Back,Croatia,3.0,E. Frankfurt,Bundesliga,Germany,Permanent,2.5
Antonio Colak,28,Centre-Forward,Croatia,3.0,Rangers,Premiership,Scotland,Permanent,2.5
Eduard Sobol,27,Left-Back,Ukraine,3.0,R. Strasbourg,Ligue 1,France,Permanent,2.5
Felipe,33,Centre-Back,Brazil,3.0,Nottm Forest,Premier League,England,Permanent,2.3
Fernando Pacheco,30,Goalkeeper,Spain,3.0,Espanyol,LaLiga,Spain,Permanent,2.2
Zanocelo,21,Central Midfield,Brazil,3.0,Santos,Série A,Brazil,Permanent,2.0
Nathan,20,Right-Back,Brazil,3.0,Santos,Série A,Brazil,Permanent,2.0
Adama Traoré,27,Right Winger,Mali,3.0,Ferencváros,NB I.,Hungary,Permanent,2.0
Rochinha,27,Left Winger,Portugal,3.0,Sporting CP,Liga Portugal,Portugal,Permanent,2.0
Philip Zinckernagel,27,Attacking Midfield,Denmark,3.0,Olympiacos,Super League 1,Greece,Permanent,2.0
Ben Malango,28,Centre-Forward,DR Congo,3.0,Qatar SC,Stars League,Qatar,Permanent,2.0
Léo Jardim,27,Goalkeeper,Brazil,3.0,Vasco da Gama,Série A,Brazil,Permanent,2.0
Cédric Hountondji,28,Centre-Back,Benin,3.0,Angers SCO,Ligue 1,France,Permanent,2.0
Ramiro Enrique,21,Centre-Forward,Argentina,3.0,Orlando,MLS,United States,Permanent,1.84
Matías Kranevitter,29,Defensive Midfield,Argentina,3.0,River Plate,Copa de la Liga,Argentina,Permanent,1.7
Gautier Larsonneur,25,Goalkeeper,France,3.0,Saint-Étienne,Ligue 2,France,Permanent,1.6
László Bénes,24,Central Midfield,Slovakia,3.0,Hamburger SV,2. Bundesliga,Germany,Permanent,1.5
Patrick,30,Central Midfield,Brazil,3.0,Atlético-MG,Série A,Brazil,Permanent,1.5
Abdul Mumin,24,Centre-Back,Ghana,3.0,Rayo Vallecano,LaLiga,Spain,Permanent,1.5
Moreto Cassamá,24,Central Midfield,Guinea-Bissau,3.0,Omonia Nikosia,Protathlima Cyta,Cyprus,Permanent,1.5
Nikolay Komlichenko,27,Centre-Forward,Russia,3.0,Rostov,Premier Liga,Russia,Permanent,1.5
Eric Martel,20,Defensive Midfield,Germany,3.0,1.FC Köln,Bundesliga,Germany,Permanent,1.2
Monchu,22,Central Midfield,Spain,3.0,Real Valladolid,LaLiga,Spain,Permanent,1.2
Petar Stojanovic,26,Right-Back,Slovenia,3.0,FC Empoli,Serie A,Italy,Permanent,1.2
Onur Bulut,28,Right-Back,Turkey,3.0,Besiktas,Süper Lig,Turkey,Permanent,1.0
Aleksandar Pesic,30,Centre-Forward,Serbia,3.0,Red Star,Super liga Srbije,Serbia,Permanent,1.0
Jasper Cillessen,33,Goalkeeper,Netherlands,3.0,NEC Nijmegen,Eredivisie,Netherlands,Permanent,1.0
Julen Lobete,21,Centre-Forward,Spain,3.0,Celta de Vigo,LaLiga,Spain,Permanent,1.0
Abdelhamid Sabiri,25,Attacking Midfield,Morocco,3.0,Sampdoria,Serie A,Italy,Permanent,1.0
Abdou Harroui,24,Central Midfield,Morocco,3.0,Sassuolo,Serie A,Italy,Permanent,1.0
James Bree,25,Right-Back,England,3.0,Southampton,Premier League,England,Permanent,8.5
Julian Gressel,28,Right Midfield,United States,3.0,Vancouver,MLS,Canada,Permanent,8.18
Ajdin Hrustic,26,Attacking Midfield,Australia,3.0,Hellas Verona,Serie A,Italy,Permanent,5.0
Mickaël Malsa,26,Defensive Midfield,Martinique,3.0,Real Valladolid,LaLiga,Spain,Permanent,5.0
William Troost-Ekong,29,Centre-Back,Nigeria,3.0,Salernitana,Serie A,Italy,Loan,0.0
Sebastiano Luperto,25,Centre-Back,Italy,3.0,FC Empoli,Serie A,Italy,Loan,0.0
Sam Lammers,25,Centre-Forward,Netherlands,3.0,FC Empoli,Serie A,Italy,Loan,0.0
Rodrigo Dourado,28,Defensive Midfield,Brazil,3.0,San Luis,Liga MX Clausura,Mexico,Permanent,5.0
Julián Carranza,22,Centre-Forward,Argentina,3.0,Philadelphia,MLS,United States,Permanent,4.55
Lucas Da Cunha,21,Right Winger,France,3.0,Como,Serie B,Italy,Permanent,4.0
Abdoulaye Seck,30,Centre-Back,Senegal,3.0,Maccabi Haifa,Ligat ha'Al,Israel,Permanent,3.9
Latif Blessing,26,Attacking Midfield,Ghana,3.0,New England,MLS,United States,Permanent,3.79
Alexander Schwolow,30,Goalkeeper,Germany,3.0,FC Schalke 04,Bundesliga,Germany,Loan,0.0
Mario González,26,Centre-Forward,Spain,3.0,OH Leuven,Jupiler Pro League,Belgium,Loan,0.0
João Novais,29,Central Midfield,Portugal,3.0,Al-Bataeh CSC,UAE Pro League,United Arab Emirates,Permanent,2.0
Noah Mbamba,18,Defensive Midfield,Belgium,3.0,B. Leverkusen,Bundesliga,Germany,Permanent,1.0
Viktor Kovalenko,26,Attacking Midfield,Ukraine,3.0,Spezia Calcio,Serie A,Italy,Loan,0.0
Kristian Pedersen,27,Left-Back,Denmark,3.0,1.FC Köln,Bundesliga,Germany,Free,0.0
Jayden Braaf,19,Centre-Forward,Netherlands,3.0,B. Dortmund II,3. Liga,Germany,Free,0.0
Aurélio Buta,25,Right-Back,Portugal,3.0,E. Frankfurt,Bundesliga,Germany,Free,0.0
Éder Balanta,29,Defensive Midfield,Colombia,3.0,FC Schalke 04,Bundesliga,Germany,Loan,0.0
Keven Schlotterbeck,25,Centre-Back,Germany,3.0,VfL Bochum,Bundesliga,Germany,Loan,0.0
Jérôme Roussillon,30,Left-Back,Guadeloupe,3.0,Union Berlin,Bundesliga,Germany,Unknown,0.0
Rares Ilie,19,Left Winger,Romania,3.0,M. Tel Aviv,Ligat ha'Al,Israel,Loan,0.0
Tomás Alarcón,23,Defensive Midfield,Chile,3.0,Real Zaragoza,LaLiga2,Spain,Loan,0.0
Víctor Mollejo,21,Right Winger,Spain,3.0,Real Zaragoza,LaLiga2,Spain,Loan,0.0
Tyler Morton,19,Central Midfield,England,3.0,Blackburn,Championship,England,Loan,0.0
Bruno Valdez,30,Centre-Back,Paraguay,3.0,Boca Juniors,Copa de la Liga,Argentina,Free,0.0
Modibo Sagnan,23,Centre-Back,France,3.0,FC Utrecht,Eredivisie,Netherlands,Loan,0.0
Keita Baldé,27,Centre-Forward,Senegal,3.0,Spartak Moscow,Premier Liga,Russia,Free,0.0
Jacob Rasmussen,25,Centre-Back,Denmark,3.0,Feyenoord,Eredivisie,Netherlands,Loan,0.0
Julen Lobete,21,Centre-Forward,Spain,3.0,RKC Waalwijk,Eredivisie,Netherlands,Loan,0.0
Rubén Blanco,26,Goalkeeper,Spain,3.0,Marseille,Ligue 1,France,Loan,0.0
Güven Yalcin,23,Centre-Forward,Turkey,3.0,Genoa,Serie B,Italy,Free,0.0
Edouard Michut,19,Central Midfield,France,3.0,Sunderland,Championship,England,Loan,0.0
Matthis Abline,19,Centre-Forward,France,3.0,AJ Auxerre,Ligue 1,France,Loan,0.0
Akim Zedadka,27,Right-Back,Algeria,3.0,AJ Auxerre,Ligue 1,France,Loan,0.0
James McAtee,19,Central Midfield,England,3.0,Sheff Utd,Championship,England,Loan,0.0
Sergio Camello,21,Centre-Forward,Spain,3.0,Rayo Vallecano,LaLiga,Spain,Loan,0.0
Jarrad Branthwaite,20,Centre-Back,England,3.0,PSV Eindhoven,Eredivisie,Netherlands,Loan,0.0
Matteo Cancellieri,20,Right Winger,Italy,3.0,Lazio,Serie A,Italy,Loan,0.0
Ronaldo Vieira,24,Central Midfield,England,3.0,Torino,Serie A,Italy,Loan,0.0
Aaron Ramsey,31,Central Midfield,Wales,3.0,OGC Nice,Ligue 1,France,Free,0.0
Joe Bryan,28,Left-Back,England,3.0,OGC Nice,Ligue 1,France,Loan,0.0
Josip Drmic,29,Centre-Forward,Switzerland,3.0,Dinamo Zagreb,SuperSport HNL,Croatia,Free,0.0
Gabriel Slonina,18,Goalkeeper,United States,3.0,Chicago,MLS,United States,Loan,0.0
Toni Borevkovic,25,Centre-Back,Croatia,3.0,Hajduk Split,SuperSport HNL,Croatia,Loan,0.0
Gennaro Tutino,26,Centre-Forward,Italy,3.0,Palermo,Serie B,Italy,Loan,0.0
Gabriel Vidovic,18,Attacking Midfield,Croatia,3.0,Vitesse,Eredivisie,Netherlands,Loan,0.0
Bersant Celina,26,Attacking Midfield,Kosovo,3.0,Stoke City,Championship,England,Loan,0.0
Hugo Siquet,20,Right-Back,Belgium,3.0,Cercle Brugge,Jupiler Pro League,Belgium,Loan,0.0
Radoslaw Majecki,22,Goalkeeper,Poland,3.0,Cercle Brugge,Jupiler Pro League,Belgium,Loan,0.0
Heitor,21,Right-Back,Brazil,3.0,Cercle Brugge,Jupiler Pro League,Belgium,Loan,0.0
Jean Marcelin,22,Centre-Back,France,3.0,Cercle Brugge,Jupiler Pro League,Belgium,Loan,0.0
Thomas Delaney,31,Central Midfield,Denmark,3.0,TSG Hoffenheim,Bundesliga,Germany,Loan,0.0
Adryelson,24,Centre-Back,Brazil,3.0,Botafogo,Série A,Brazil,Free,0.0
Nahuel Bustos,24,Centre-Forward,Argentina,3.0,São Paulo,Série A,Brazil,Loan,0.0
Jaden Philogene,20,Left Winger,England,3.0,Cardiff,Championship,Wales,Loan,0.0
Nikão,30,Attacking Midfield,Brazil,3.0,Cruzeiro,Série A,Brazil,Loan,0.0
Aaron Ramsey,20,Attacking Midfield,England,3.0,Middlesbrough,Championship,England,Loan,0.0
Ryan Giles,22,Left-Back,England,3.0,Middlesbrough,Championship,England,Loan,0.0
Darragh Lenihan,28,Centre-Back,Ireland,3.0,Middlesbrough,Championship,England,Free,0.0
Yaroslav Rakitskyi,33,Centre-Back,Ukraine,3.0,Shakhtar D.,Premier Liga,Ukraine,Free,0.0
