player_name,age,nationality,club,overall,potential,pace,shooting,passing,dribbling,physical,market_value
Kevin Pavard,29,Croatia,Barcelona,78,84,87,66,68,70,79,62843705
Andre Mount,39,Spain,Juventus,59,71,59,60,63,60,57,50142670
Erling Mahrez,21,Belgium,Ajax,73,74,67,79,83,73,77,58368528
Mohamed Mbappe,25,England,Bayern Munich,70,81,65,56,68,77,78,59171187
Marco Mount,22,France,Liverpool,80,80,86,78,75,77,80,63099341
Diogo Ronaldo,24,Germany,Sevilla,79,82,86,86,79,78,80,64384465
Marco Messi,28,Portugal,Sevilla,68,71,71,63,70,70,76,54338132
Darwin Mane,38,Korea,Sevilla,76,79,74,82,83,81,77,60600532
Achraf Silva,20,Japan,Liverpool,88,94,98,82,75,93,87,72793544
Ruben Fernandes,31,Norway,Dortmund,64,67,73,80,65,88,58,50633355
Bernardo Dias,37,Germany,Manchester City,55,63,60,45,52,51,53,45936700
Lionel Rashford,34,Croatia,Atletico Madrid,67,75,71,50,71,68,66,55146512
Declan Hernandez,31,Spain,Bayern Munich,77,79,63,81,65,73,78,62429017
Manuel Benzema,31,Italy,Ajax,64,64,64,64,63,55,74,50557606
Manuel Lewandowski,20,Korea,Leipzig,67,73,71,61,60,64,76,55168091
Luis Pogba,22,England,Manchester City,75,75,68,70,86,81,77,59051587
Harry Rashford,25,USA,Bayern Munich,72,77,59,67,66,61,72,59570043
Kylian Alcantara,17,USA,Leipzig,62,72,74,49,71,52,65,52799584
Luis De Bruyne,20,Japan,Bayern Munich,80,85,81,73,93,83,87,64476191
Neymar Reus,38,USA,Real Madrid,63,63,79,68,58,60,65,49580123
Luka Becker,18,Argentina,Juventus,62,67,47,67,60,58,65,50352129
Thomas Mendy,24,Korea,PSG,56,56,75,64,49,56,61,45095838
Bernardo Pedri,22,Croatia,Chelsea,86,87,91,89,75,90,93,68856143
Luis Dias,33,Brazil,Ajax,64,72,71,57,62,74,60,52825225
Ruben Messi,20,France,AC Milan,70,80,71,77,79,74,74,57758186
Kylian Ronaldo,18,Argentina,Barcelona,56,64,56,52,68,62,54,46033989
Federico Mount,32,Korea,Dortmund,75,76,80,71,81,93,77,59364701
Eduardo Alcantara,30,Portugal,Manchester United,73,75,70,70,67,71,75,58366352
Ilkay Hernandez,40,France,AC Milan,65,65,52,60,65,61,64,51542762
Bruno Junior,38,Portugal,Bayern Munich,57,61,58,67,62,54,55,45973144
Angel Nunez,22,Brazil,Barcelona,83,83,74,74,82,75,98,66140646
Federico Rice,28,England,PSG,78,78,83,88,78,80,75,62326194
Kylian Silva,32,Italy,AC Milan,64,68,83,64,61,71,60,51051306
Cristiano Courtois,36,Uruguay,Real Madrid,59,63,69,43,64,64,59,47009635
Harry Di Maria,27,England,Dortmund,67,67,57,66,51,62,70,53646681
Robert Gavi,33,Korea,Atletico Madrid,65,65,57,52,42,58,66,50374889
Harry Hernandez,29,Belgium,Ajax,75,77,68,75,69,71,81,60106652
Harry Gavi,23,Morocco,Arsenal,67,79,68,59,72,58,77,57233003
Darwin Courtois,36,Netherlands,Atletico Madrid,68,71,60,79,79,67,60,54595471
Angel Junior,20,France,Manchester City,67,67,77,55,58,78,66,53014473
David Ter Stegen,36,Germany,Manchester United,61,67,50,55,53,60,63,50649774
Lionel Pavard,40,Netherlands,Roma,65,83,55,64,71,67,60,55826004
Harry Mendy,34,Norway,Leipzig,89,90,87,74,85,77,87,71736988
Eduardo Mbappe,26,Netherlands,Liverpool,75,80,77,83,73,70,69,61314643
Lionel Mount,31,Italy,Juventus,78,85,74,73,86,77,72,64065205
Phil Valverde,30,Netherlands,Leipzig,67,70,55,77,57,52,69,54418777
Harry Suarez,30,Korea,PSG,74,74,53,64,82,82,80,59135087
Lionel Mendy,18,Croatia,AC Milan,78,82,73,72,73,75,77,64085719
Riyad De Bruyne,34,Portugal,Chelsea,80,80,74,81,82,77,85,62935387
Mohamed Suarez,23,France,Manchester United,78,84,73,71,83,72,77,63729434
Eduardo Pavard,27,Spain,AC Milan,75,80,65,81,76,82,65,61455515
Kevin Lewandowski,36,Norway,Chelsea,67,67,69,65,76,53,77,53478928
Harry Kane,22,Spain,PSG,81,84,73,70,68,83,81,64462009
Robert Nunez,33,USA,Manchester City,95,98,93,90,87,92,93,76937637
Rodrygo Ter Stegen,24,England,AC Milan,73,74,83,79,70,83,72,58054914
Federico Lewandowski,34,USA,Liverpool,70,78,74,68,69,79,66,57865326
Cristiano Suarez,21,Japan,Arsenal,50,50,40,47,62,55,44,40467479
Gavi Mane,19,France,Juventus,73,73,97,67,74,72,81,57076002
Ilkay Silva,27,Korea,Real Madrid,67,74,69,67,62,72,70,54225810
Bruno Fernandes,18,Japan,Sevilla,59,74,53,61,51,63,60,50719822
Erling Busquets,19,Spain,AC Milan,70,70,82,65,79,68,68,55590397
Mohamed Kane,26,Brazil,Barcelona,85,85,85,81,86,80,76,67246925
Diogo Pavard,28,Korea,Bayern Munich,73,88,68,62,63,65,86,63192521
Darwin Suarez,40,Netherlands,Ajax,65,70,58,61,51,72,62,53646733
Federico Ronaldo,33,Japan,Liverpool,72,72,70,73,89,79,77,56216779
Robert Mount,18,Croatia,PSG,82,82,87,82,82,88,82,65837196
Kylian Nunez,33,Germany,Inter Milan,62,68,70,67,70,53,62,51166820
Ilkay Pedri,21,Croatia,Leipzig,81,86,78,91,83,87,77,65118208
Cristiano Camavinga,31,Norway,Ajax,62,62,65,67,66,57,71,49417615
Pedri De Bruyne,17,Morocco,PSG,87,93,89,92,95,93,86,70235699
Luis Mendy,34,Portugal,AC Milan,87,98,90,83,96,85,88,72530103
Ruben Mbappe,19,Italy,Liverpool,78,79,79,91,79,72,68,61572155
Angel Jota,27,Spain,Barcelona,77,79,74,81,62,95,67,61253662
Pedri Messi,24,Morocco,Juventus,70,70,69,80,80,70,78,55550167
Bernardo Reus,24,USA,Atletico Madrid,75,75,87,77,67,71,85,59360641
Pedri Becker,30,Italy,Bayern Munich,84,86,79,84,87,99,80,67439648
Alisson Pogba,27,USA,Dortmund,72,73,68,67,64,80,71,57915250
Karim Pogba,18,Germany,Juventus,84,89,85,84,86,83,83,68499053
Sergio Felix,31,France,Ajax,71,80,71,79,74,80,91,58192367
Alisson Foden,18,Spain,Juventus,63,68,63,65,57,50,63,52159614
Harry Kane,24,Portugal,AC Milan,70,70,71,59,68,61,69,56301607
Karim Foden,23,England,Barcelona,83,85,83,96,89,78,85,66422313
Vinicius Di Maria,30,Norway,Arsenal,72,74,71,69,69,78,72,58192162
Ederson Salah,23,Argentina,Inter Milan,80,80,79,81,76,67,79,62889379
Pedri Benzema,21,Japan,Sevilla,78,78,73,76,77,87,77,62459851
Ederson Mendy,35,Italy,Atletico Madrid,64,64,67,68,72,49,71,49879441
Darwin Mbappe,36,England,Chelsea,56,62,66,50,77,69,66,45144624
Diogo Busquets,19,Uruguay,Bayern Munich,67,73,69,70,65,72,66,55855430
Karim Reus,22,Italy,Ajax,50,56,55,46,52,49,56,40753197
David Mane,18,Portugal,Real Madrid,88,88,88,82,85,76,80,69878506
Kevin Jota,33,Korea,AC Milan,65,69,64,67,73,66,52,52736877
Lionel Jota,36,Belgium,Dortmund,61,61,65,62,64,66,57,47745962
Pedri Nunez,30,Belgium,Juventus,78,81,84,74,79,77,76,61712233
Manuel Lewandowski,31,Belgium,Ajax,68,68,76,69,65,54,66,54385380
Andre Nunez,32,USA,Bayern Munich,74,74,69,72,72,55,76,58732361
Neymar Suarez,37,Uruguay,Atletico Madrid,67,67,65,65,65,59,61,53614180
Riyad Camavinga,20,Croatia,AC Milan,85,87,99,90,89,80,89,69059639
Neymar Pavard,32,Argentina,Leipzig,93,95,96,97,98,97,98,75118523
Luka De Bruyne,28,Belgium,Barcelona,55,60,47,68,44,40,58,45716635
Manuel Gundogan,23,Italy,Sevilla,77,77,99,65,66,87,77,60892433
Jude Alcantara,25,Croatia,AC Milan,73,73,83,75,57,69,80,58218333
Sergio Pavard,38,Korea,Atletico Madrid,61,64,69,68,57,72,53,48069194
Kylian Haaland,27,England,Sevilla,69,75,55,61,67,70,70,56332422
Darwin Busquets,33,Portugal,Dortmund,84,92,92,79,89,89,91,68791138
Thomas Di Maria,17,Brazil,Manchester City,72,80,84,81,74,79,73,59223591
Sadio Camavinga,29,Spain,Ajax,55,59,50,58,66,64,58,44367889
Marco De Bruyne,38,Portugal,Barcelona,58,58,62,68,60,57,58,45718356
Phil Pavard,38,Brazil,Juventus,76,84,83,82,82,68,74,62467279
Ilkay Nunez,40,England,Bayern Munich,70,79,50,72,57,67,71,57509035
Paul Junior,23,Portugal,Atletico Madrid,77,77,67,86,88,76,75,60852243
David Alcantara,35,France,Real Madrid,81,85,77,62,70,78,76,64509840
Declan Kane,39,Brazil,Manchester United,75,77,97,83,69,79,71,60208118
Angel Lewandowski,38,Morocco,Dortmund,75,86,80,68,79,79,75,62556465
Thomas Busquets,38,Korea,Juventus,65,65,75,52,55,71,60,51526221
David Benzema,23,Germany,Roma,63,63,79,65,57,70,61,49429544
Mason De Bruyne,29,Spain,Chelsea,86,86,83,94,78,83,85,67769809
Angel Rashford,18,France,Juventus,57,57,56,60,63,59,58,45535639
Neymar Mane,40,USA,Juventus,81,83,87,73,69,79,85,65408950
Diogo Modric,30,Italy,Arsenal,76,76,83,64,73,66,83,60765930
David Ter Stegen,35,Norway,Bayern Munich,69,69,75,81,73,62,74,53776438
Erling Ronaldo,26,England,Arsenal,64,65,61,57,71,51,63,50332229
Marco Ronaldo,30,Japan,Liverpool,71,76,58,83,62,75,68,58697985
Manuel Lewandowski,37,Germany,Ajax,61,69,69,61,53,54,65,50612303
Diogo Alcantara,40,Norway,Inter Milan,80,81,89,79,70,84,85,62679122
Diogo Courtois,22,Morocco,Leipzig,84,85,88,89,84,87,89,66956443
Marc Valverde,21,Brazil,Dortmund,85,92,87,84,79,72,84,69172336
Federico Haaland,23,Portugal,Real Madrid,81,92,77,89,65,77,79,67055260
Angel Dias,27,Uruguay,Manchester City,88,88,88,72,81,86,85,70842197
Darwin Gavi,22,Germany,Chelsea,69,69,67,63,75,74,66,54792986
Karim Ter Stegen,29,Norway,Liverpool,80,86,71,80,78,73,78,65616131
Riyad Messi,19,Argentina,PSG,77,77,89,86,66,78,81,60492387
Pedri Courtois,27,France,Leipzig,67,67,72,73,74,79,60,52223456
Erling Silva,30,Spain,Sevilla,76,86,65,72,88,79,81,62407452
Jude Pogba,35,Croatia,Chelsea,72,83,71,74,62,80,78,61084553
Vinicius Kane,36,Portugal,Barcelona,67,73,57,73,61,61,61,54319148
Kevin Ter Stegen,40,Japan,Liverpool,81,81,80,85,86,83,83,63186872
Thomas Lewandowski,28,Croatia,Sevilla,75,75,68,84,80,84,73,60264095
Sergio Mane,38,Argentina,Manchester United,50,50,64,53,45,48,47,39391515
Marcus Pedri,26,Italy,Inter Milan,67,67,74,70,59,59,72,52339538
Achraf Pavard,31,Germany,Juventus,54,55,46,66,54,57,58,43590759
Paul Becker,28,France,Bayern Munich,76,83,66,74,75,80,74,61796557
Benjamin De Bruyne,34,Portugal,Liverpool,65,66,51,67,55,56,73,52074581
Marco Nunez,37,Italy,Barcelona,71,73,85,60,64,61,70,55765308
Thomas Rice,19,Norway,Manchester City,69,72,69,74,68,71,57,54743791
Bruno Valverde,18,Germany,Chelsea,57,57,60,71,67,65,60,44255751
Joao Salah,23,Japan,Roma,70,73,63,67,63,64,88,55632561
Paul Di Maria,40,Netherlands,Roma,64,65,64,59,65,78,65,50652558
Jude Messi,31,Croatia,Roma,92,96,76,99,76,94,81,74085618
Federico Di Maria,26,Argentina,Sevilla,69,69,68,80,61,82,62,54774365
Benjamin Pogba,35,Brazil,Real Madrid,71,82,77,66,60,68,73,59298313
Marc Benzema,30,Belgium,Juventus,79,82,90,71,74,78,81,64099740
Ilkay Rashford,35,Norway,Bayern Munich,79,83,86,89,84,93,74,64127617
Harry Gundogan,37,Uruguay,Liverpool,82,82,75,93,75,79,88,65309527
Bruno Ter Stegen,40,Morocco,AC Milan,88,94,81,83,75,84,90,70876184
Sergio Messi,17,Morocco,Arsenal,53,53,59,58,64,41,52,42337471
Sadio Kane,37,England,PSG,81,92,66,83,69,87,74,67454726
Achraf Suarez,18,Netherlands,AC Milan,77,88,69,82,66,69,75,65353793
Kevin Becker,34,Japan,Juventus,60,60,66,51,65,71,80,47944184
Benjamin Mount,25,Portugal,Manchester City,51,58,46,51,52,63,56,41596452
Luka Busquets,31,Japan,Manchester United,70,70,76,76,74,66,71,55705843
Achraf Mahrez,25,Uruguay,Chelsea,50,53,47,56,56,54,55,39910844
Darwin Gavi,18,Argentina,Inter Milan,57,57,58,51,63,58,68,46228186
Marco Reus,35,Korea,Atletico Madrid,70,70,65,71,80,58,74,55680059
Harry Di Maria,21,Japan,Ajax,76,88,89,79,69,77,83,63380389
Rodrygo Modric,24,Portugal,PSG,92,99,99,96,99,91,96,75568108
Harry Rashford,28,Portugal,Arsenal,61,67,65,60,67,60,57,50413566
Harry Kane,22,Norway,Real Madrid,72,77,72,69,63,59,59,58799207
Thiago Silva,19,Italy,Liverpool,71,74,79,80,76,61,71,58215565
Jan Ronaldo,39,Netherlands,Juventus,69,69,72,56,79,67,69,53676950
Luka Nunez,17,Uruguay,Arsenal,69,69,72,76,61,67,77,55242713
Ederson Mahrez,33,Argentina,Roma,71,77,69,66,71,66,70,58035981
Mason Mahrez,29,Italy,AC Milan,68,72,68,67,66,71,54,55445036
Andre Di Maria,21,Belgium,Manchester United,52,61,61,62,51,47,50,43342768
Marcus Camavinga,31,Korea,Real Madrid,75,75,82,59,73,67,76,58702168
Diogo Gundogan,27,England,Roma,88,88,96,88,97,93,93,69550155
Sergio Mahrez,21,Uruguay,Juventus,78,78,89,72,65,82,65,62707592
Lionel Ter Stegen,17,Spain,Manchester United,75,85,79,85,84,72,77,62885918
Ilkay Gavi,34,Morocco,Real Madrid,65,69,63,60,68,71,70,51809318
Vinicius Mane,29,Morocco,AC Milan,68,77,81,67,70,59,75,55894984
Eduardo Mount,25,Brazil,Arsenal,85,93,81,82,84,80,77,70495870
Neymar Mahrez,18,Italy,AC Milan,77,88,78,81,81,85,87,63699265
Eduardo Gundogan,35,Spain,Inter Milan,61,64,46,56,52,56,59,49926142
Federico Benzema,38,England,Dortmund,50,50,53,40,40,46,57,39100515
Manuel Foden,40,Spain,Roma,74,74,77,74,77,84,74,59166089
Thiago Salah,20,Netherlands,Juventus,64,69,63,69,70,62,50,51758374
Cristiano Junior,24,Netherlands,Bayern Munich,89,89,88,82,79,91,92,71067335
Lionel Pavard,33,Brazil,PSG,80,80,82,73,91,78,77,62425489
Marco De Bruyne,25,Argentina,Roma,91,91,91,99,87,88,93,71844936
Jude Junior,23,Belgium,Atletico Madrid,62,62,55,63,73,55,72,48191444
Jan Gundogan,37,Italy,Leipzig,51,60,58,56,46,45,51,41954009
Darwin Gavi,27,England,Atletico Madrid,78,84,81,64,71,86,64,62891092
Bruno Messi,32,Uruguay,Leipzig,73,73,68,69,64,66,71,58266402
Darwin Ronaldo,37,Italy,Sevilla,58,66,57,51,56,63,61,48629942
Phil Modric,32,USA,Manchester City,70,76,72,68,78,65,58,57101451
Benjamin Courtois,25,Argentina,Bayern Munich,85,96,86,99,83,85,87,70721881
David Courtois,21,Belgium,Chelsea,69,73,65,87,54,69,80,54984502
Luka Salah,38,Germany,Sevilla,67,67,65,66,58,69,64,53241694
Rodrygo Mbappe,33,Croatia,PSG,88,91,99,95,86,86,98,70378589
Kevin Di Maria,24,Germany,Juventus,91,96,95,85,99,80,77,74517474
Manuel Camavinga,28,Germany,AC Milan,82,84,92,88,85,81,85,65076389
Karim Junior,24,Belgium,Sevilla,65,66,67,59,62,67,62,52481403
Thiago Silva,29,Argentina,Inter Milan,75,75,67,74,81,74,75,59244363
Marco Ronaldo,18,England,Roma,72,78,70,71,73,89,76,59205063
Marc Suarez,24,Brazil,Sevilla,71,75,70,68,82,78,79,57834748
Ederson Dias,21,Germany,Inter Milan,72,85,76,60,77,76,76,60227756
Benjamin Mount,25,Norway,Roma,69,72,68,85,62,75,64,55762232
Ilkay Modric,18,Argentina,Real Madrid,73,74,83,69,78,68,69,58637360
Robert Mendy,22,USA,Dortmund,63,63,61,69,60,60,69,50247343
Ederson Becker,18,Spain,Manchester City,83,86,82,81,97,89,75,66207874
Sadio Alcantara,21,Italy,Dortmund,81,84,89,83,70,82,92,65430159
Ruben Silva,32,Norway,Manchester City,66,74,51,68,58,50,64,53728998
Diogo Alcantara,21,England,Atletico Madrid,68,68,71,68,78,71,66,54285707
Mohamed Haaland,22,Norway,Leipzig,94,96,99,92,99,88,95,75794265
Ilkay Mendy,24,Morocco,Bayern Munich,87,87,82,88,85,89,87,69275111
Kylian Rice,31,Germany,Manchester City,65,65,48,63,67,51,59,52014023
Robert Rashford,25,Brazil,Roma,61,70,63,72,49,62,73,51019591
Gavi Lewandowski,17,Germany,Ajax,57,57,61,65,55,62,53,44776372
Kevin Courtois,24,Netherlands,Atletico Madrid,78,81,75,86,74,75,82,63031451
Bruno Reus,38,Belgium,Chelsea,64,68,65,58,55,48,70,51881463
Robert Mount,28,Korea,Ajax,70,70,78,73,70,59,70,54508898
Diogo Haaland,38,Japan,Real Madrid,59,59,61,59,59,50,62,46878616
Riyad Di Maria,30,France,Manchester City,72,72,79,75,68,81,81,56824279
Andre Silva,19,Brazil,Leipzig,69,72,67,70,55,64,68,55517629
Joao Mahrez,23,Germany,Ajax,64,70,70,74,63,65,64,53064984
Thomas Courtois,23,Germany,Manchester City,72,74,67,66,79,84,74,58083995
David Busquets,25,Portugal,Liverpool,75,83,83,81,71,52,70,60934299
Kevin Alcantara,17,Netherlands,Inter Milan,87,90,93,87,95,86,85,70097445
Robert Suarez,19,Germany,Manchester City,95,99,96,99,95,96,89,77752187
Vinicius Junior,39,England,AC Milan,67,69,68,62,74,65,70,53942810
Erling Jota,26,USA,Leipzig,62,69,48,71,59,64,67,50823861
Phil Mahrez,34,France,Bayern Munich,70,73,71,60,72,69,75,56879618
Neymar Ronaldo,17,Spain,Leipzig,61,61,53,54,69,65,56,47634789
Jude Haaland,38,Morocco,Barcelona,79,79,82,69,79,79,63,62538267
Marc Pogba,18,Germany,AC Milan,87,92,91,77,84,94,83,70410138
Gavi Ter Stegen,31,France,Liverpool,52,52,41,46,49,63,43,40779008
Kevin Dias,17,Belgium,Ajax,79,79,81,74,75,76,77,62427322
Erling Ronaldo,17,Germany,AC Milan,80,87,88,81,88,66,90,65851262
Gavi Mbappe,34,Germany,Juventus,64,65,60,64,58,64,66,50124144
Marc Salah,37,Uruguay,Arsenal,50,50,50,40,51,55,45,39471197
Pedri Hernandez,25,Japan,PSG,63,72,66,65,57,62,51,53228929
Phil De Bruyne,22,Uruguay,Atletico Madrid,72,74,69,78,74,70,73,57354819
Kylian Pogba,39,Japan,Manchester United,50,53,66,50,54,41,48,40091160
Sadio Modric,21,England,Sevilla,65,65,68,66,72,66,74,52248831
Riyad Ter Stegen,23,Argentina,Arsenal,60,62,60,60,54,66,71,47944133
Neymar Kane,26,Italy,Roma,72,78,79,71,79,76,73,58819971
Benjamin Rice,29,Netherlands,Manchester United,59,61,55,49,47,53,56,48088318
Ruben Modric,28,Morocco,Sevilla,79,79,92,91,72,82,85,62445979
Lionel Silva,34,USA,Ajax,87,87,92,75,92,77,85,69004322
Angel Becker,23,France,Manchester United,68,68,66,62,73,66,72,53975705
Achraf Reus,23,Korea,Manchester City,82,82,80,78,80,79,81,64921762
Cristiano Becker,39,Japan,Liverpool,71,72,82,65,66,82,70,57043251
Robert Pedri,30,Norway,Roma,50,52,45,41,40,42,45,39668522
Lionel Alcantara,28,Italy,PSG,71,85,67,71,87,70,70,59954072
Ruben Nunez,39,France,Sevilla,78,78,81,79,79,81,73,61346571
Federico Busquets,38,England,Roma,71,73,61,62,79,83,71,57459132
Vinicius Pavard,32,England,AC Milan,73,73,72,69,77,62,74,56941347
David Felix,35,Netherlands,Leipzig,67,67,78,66,64,71,66,52726138
Marcus Gundogan,40,Italy,Roma,66,71,67,73,52,73,62,53105226
Riyad Kane,32,Netherlands,Liverpool,80,80,86,74,70,73,84,63421668
Marcus Pedri,40,France,Inter Milan,73,76,70,66,61,81,77,58331608
Alisson Mahrez,21,Brazil,Atletico Madrid,85,86,74,94,85,79,77,68550039
Alisson Becker,21,Netherlands,Inter Milan,78,78,60,88,86,78,78,62494368
Kylian Rashford,36,France,Inter Milan,66,66,46,66,54,65,69,52003730
Phil Pedri,30,Brazil,Juventus,69,81,83,78,63,68,61,58008985
David Di Maria,29,Italy,Juventus,77,86,77,91,74,89,78,64557093
Erling Silva,22,Korea,Barcelona,85,99,86,69,82,95,76,70785664
Thomas Pogba,32,Argentina,Manchester City,77,78,86,74,91,76,79,62173042
Joao Junior,22,Korea,Bayern Munich,83,83,67,72,79,93,78,65642343
Erling Mbappe,28,USA,Inter Milan,59,62,75,59,59,56,62,47974884
Diogo Foden,21,England,Dortmund,72,80,78,65,80,74,66,59625837
Neymar Ronaldo,24,Germany,Inter Milan,74,74,79,66,57,67,82,59508579
Sergio Gavi,37,Korea,Arsenal,55,55,52,56,44,65,48,43858668
Marc Camavinga,24,Netherlands,AC Milan,86,88,93,98,95,91,78,68346769
Declan Suarez,19,Spain,Sevilla,65,69,44,54,70,60,62,51922952
Jude Reus,27,Belgium,Manchester City,87,90,91,99,83,96,76,70326408
Phil Kane,26,Germany,AC Milan,72,72,61,67,79,72,74,57281677
Manuel Fernandes,32,Netherlands,Roma,65,66,59,62,65,76,59,52443611
Luka Junior,36,Morocco,Bayern Munich,81,81,87,67,93,79,78,63397126
Darwin Foden,37,Germany,Dortmund,69,80,54,61,64,73,65,56959670
Sergio Gundogan,38,Uruguay,Juventus,60,70,69,55,40,54,58,51011941
Marcus Becker,32,Netherlands,Real Madrid,76,76,67,82,86,75,70,61112038
Jan Modric,29,Japan,Roma,65,65,66,70,82,60,69,52026161
Bernardo Hernandez,36,Korea,Ajax,52,58,56,58,40,47,48,43488237
Marcus Fernandes,29,England,Dortmund,72,76,49,54,82,64,74,58329124
Manuel Valverde,25,Croatia,Sevilla,57,65,66,49,62,57,51,47822652
Kevin Mendy,28,Italy,Arsenal,53,55,49,67,50,61,53,42866608
Achraf Kane,38,Italy,Arsenal,54,54,47,55,61,65,47,41783197
Vinicius Benzema,18,Germany,Inter Milan,64,64,61,60,60,61,63,51608757
Pedri Mount,27,France,Barcelona,66,66,62,64,71,84,67,52134580
Darwin Mane,23,Brazil,Arsenal,72,88,73,72,69,72,74,62783934
Ederson Rice,39,Netherlands,Inter Milan,59,59,57,75,54,63,67,46462645
Karim Benzema,30,Korea,Barcelona,90,98,73,98,90,74,96,74352168
Luka Busquets,27,Norway,Atletico Madrid,77,81,81,58,73,80,65,61585680
Benjamin Mane,24,Uruguay,Chelsea,57,60,42,58,54,49,57,45954288
Thomas Lewandowski,30,Uruguay,Barcelona,64,64,63,61,76,65,68,49935692
Thiago Gundogan,22,Spain,Inter Milan,65,71,61,71,56,67,61,54282091
Angel Mount,39,Morocco,Barcelona,63,63,68,59,60,66,58,50301173
Ilkay Lewandowski,36,Korea,AC Milan,79,79,74,84,72,71,62,61994680
Robert Haaland,19,Spain,Bayern Munich,60,60,55,49,50,63,60,47653261
Thomas Pogba,22,France,Dortmund,70,71,69,67,72,82,82,55099974
Benjamin Ronaldo,35,Norway,AC Milan,75,83,72,71,73,74,78,62385235
Benjamin Mount,31,Norway,Liverpool,95,98,82,84,88,99,92,77097038
Luis Gundogan,20,Argentina,Juventus,74,79,78,69,64,73,65,59423904
Neymar Busquets,29,France,Chelsea,67,70,74,49,65,73,62,54105512
Ederson Reus,36,Uruguay,Atletico Madrid,62,68,76,72,56,53,60,50279545
Mohamed Pedri,31,Germany,Juventus,76,79,89,77,86,73,84,62012312
Karim Di Maria,22,Belgium,Ajax,66,66,62,74,69,83,70,53074563
Kevin Gundogan,32,Croatia,Atletico Madrid,66,66,66,62,50,55,76,52617646
Ederson Junior,31,Korea,Sevilla,67,67,70,68,64,74,70,52980233
Luis Hernandez,37,Uruguay,AC Milan,70,70,72,73,55,81,73,54738443
Kylian Mahrez,17,Brazil,PSG,85,85,77,82,90,98,89,67941392
Gavi Mount,33,France,Inter Milan,83,83,86,78,95,88,86,66234469
Mohamed Courtois,32,Croatia,Roma,77,85,73,72,87,80,65,64066399
Jude Dias,37,Portugal,Juventus,61,61,59,45,46,84,50,47158945
Achraf Haaland,31,Portugal,Leipzig,81,81,82,90,88,81,85,63430321
Cristiano Felix,32,Croatia,Liverpool,84,88,87,84,73,90,89,67261745
Darwin Suarez,35,USA,Atletico Madrid,72,72,76,69,66,66,61,57115774
Benjamin Dias,21,Korea,Chelsea,69,69,63,62,70,63,73,54635035
Ruben Felix,22,Uruguay,Barcelona,74,82,80,64,82,78,71,60677160
Benjamin Pogba,32,Brazil,PSG,65,68,66,63,79,67,72,53194492
Rodrygo Fernandes,32,Netherlands,Ajax,70,75,67,65,66,76,65,57553740
Jude Jota,36,Korea,Roma,62,69,51,75,48,60,69,51470692
Diogo Rashford,33,Germany,AC Milan,52,52,59,54,51,49,52,40044498
Gavi Mount,29,Netherlands,Manchester City,59,68,69,52,50,60,59,49062052
Paul Pavard,30,Netherlands,Dortmund,66,72,63,65,72,56,68,53637414
Jan Di Maria,22,Morocco,Real Madrid,85,85,86,80,80,79,84,67291897
Mohamed Rashford,29,Portugal,Chelsea,75,75,66,70,75,72,68,60158445
Ruben Mahrez,30,Morocco,Chelsea,68,68,65,56,77,61,76,54670686
Kylian Salah,20,Norway,Real Madrid,77,77,78,73,72,75,72,61936911
Luka Suarez,25,Belgium,Juventus,66,66,66,57,72,58,55,52204934
Mason Pogba,37,USA,Arsenal,85,90,90,93,84,75,87,69200145
Manuel Kane,29,Portugal,Manchester United,67,67,59,81,69,66,52,53415467
Cristiano De Bruyne,28,Uruguay,Atletico Madrid,56,56,46,52,65,52,64,44608945
Achraf Ter Stegen,32,Norway,Roma,86,96,82,92,97,88,80,71904743
Jan Mbappe,24,Japan,Arsenal,59,59,54,51,64,65,59,46793909
Harry Mount,35,France,Dortmund,61,62,76,61,60,54,60,47899146
Rodrygo Modric,36,France,Juventus,84,87,79,82,84,86,81,67014799
Jude Felix,20,Argentina,Roma,57,59,56,53,61,55,70,46091337
Jude Salah,35,Belgium,Manchester City,95,95,93,90,99,87,80,74517928
Lionel Rashford,32,Belgium,PSG,65,65,80,60,66,63,72,51696495
Thomas Mahrez,29,Croatia,Liverpool,69,77,72,70,67,77,68,57925380
