player_name,age,nationality,club,league,position,overall,potential,pace,shooting,passing,dribbling,physical,matches,goals,assists,minutes,injury_count,market_value
Alisson Fernandes,37,Portugal,Benfica,La Liga,CB,65,71,74,69,50,61,77,18,7,3,1170,0,67010000
Karim Benzema,34,Uruguay,Dortmund,Serie A,GK,62,62,53,50,44,62,38,38,14,13,2204,5,62020000
Ferran Benzema,21,Japan,AC Milan,Saudi League,GK,75,80,95,64,70,65,99,50,20,10,3850,2,77580000
Manuel Jota,33,Norway,PSG,La Liga,ST,60,63,68,63,60,48,53,25,12,8,1725,5,61140000
Jan Musiala,17,Germany,Sevilla,Eredivisie,CAM,89,93,83,81,70,87,78,28,7,10,2464,5,90610000
Andre Hernandez,31,Morocco,Manchester United,Ligue 1,LB,80,88,82,73,75,67,80,19,7,7,1539,4,82930000
Luka Alcantara,28,France,Sevilla,Saudi League,LW,64,75,75,53,64,71,42,38,11,6,2318,2,68390000
Darwin Rice,38,England,Bayern Munich,Serie A,ST,53,54,60,68,60,49,55,14,4,7,1106,3,52840000
Ederson Ronaldo,25,Portugal,Arsenal,Serie A,CAM,60,61,53,64,47,49,45,42,14,9,2394,3,60600000
Phil Mount,39,Chile,Bayern Munich,La Liga,GK,84,93,83,80,83,71,66,49,18,11,3038,0,87720000
Declan Musiala,35,Spain,Porto,Bundesliga,RM,87,89,75,80,72,77,72,17,5,2,1462,0,87350000
Andre Jota,31,Norway,AC Milan,Ligue 1,GK,72,75,78,72,78,61,67,42,12,11,3024,4,73180000
Bruno Rice,24,Korea,Al Nassr,Ligue 1,CF,75,78,74,88,64,63,86,29,6,7,2233,5,76020000
Marco Hernandez,30,Portugal,AC Milan,Bundesliga,LM,68,68,48,76,74,58,65,12,0,2,816,1,67400000
Reece Mendy,26,Brazil,Manchester United,Premier League,RW,64,64,66,56,69,56,50,28,9,6,2436,0,63930000
Cristiano Silva,38,Argentina,Sevilla,La Liga,RM,85,92,88,81,89,73,81,15,3,1,1245,1,87190000
Benjamin Olmo,30,Colombia,Al Nassr,Primeira Liga,RW,80,88,95,82,81,86,76,45,12,12,3960,4,83200000
Erling Camavinga,28,Argentina,Real Madrid,Primeira Liga,RB,95,95,77,98,89,90,99,38,9,10,2546,1,94890000
Angel Foden,20,USA,Manchester City,Serie A,RW,81,81,51,83,82,79,94,11,4,4,572,4,80800000
Cristiano Courtois,31,Spain,Juventus,Serie A,CB,71,79,74,84,73,66,67,11,4,3,924,0,73780000
Manuel Dias,24,Netherlands,Manchester City,Serie A,CDM,75,80,81,77,79,64,69,28,11,3,2184,1,77070000
Joao Nunez,38,Italy,Ajax,Bundesliga,CAM,64,73,62,69,69,68,59,40,10,10,2560,5,67340000
Neymar Mount,35,Korea,Porto,Eredivisie,CF,71,71,81,70,79,72,63,14,3,4,868,1,70450000
Federico Mendy,35,Morocco,Chelsea,Ligue 1,ST,54,60,47,59,66,44,62,15,6,5,1140,4,56000000
Kai Salah,26,USA,Manchester City,Premier League,LB,73,73,63,77,77,70,70,12,4,1,984,5,72680000
Sadio Mendy,35,Germany,Manchester City,Ligue 1,CAM,78,79,58,85,92,95,71,13,3,4,663,5,77850000
Kevin Fernandes,31,USA,Manchester City,Serie A,RM,89,89,92,96,79,93,96,49,16,9,2450,5,89180000
Kai Modric,19,Brazil,Arsenal,Serie A,LM,80,81,89,87,75,60,76,39,13,10,1989,1,80670000
Gavi Messi,40,Morocco,Benfica,Premier League,CDM,72,72,71,75,82,56,66,45,16,9,2340,4,72000000
Manuel Pavard,28,Belgium,AC Milan,Primeira Liga,CDM,92,92,95,94,94,90,87,38,13,7,2280,5,92090000
Bernardo Alcantara,36,Argentina,Inter Milan,Serie A,CDM,63,66,84,49,64,55,70,26,10,6,1378,5,63980000
Manuel Camavinga,21,Chile,Ajax,Primeira Liga,LB,85,91,83,89,93,82,95,25,13,1,2025,2,87630000
Ruben Messi,27,Belgium,Inter Milan,Primeira Liga,LM,77,77,77,75,76,60,70,25,11,8,1925,0,77010000
Josko Olmo,22,Belgium,Dortmund,La Liga,LW,70,71,70,75,50,74,81,23,6,8,1633,3,70260000
Marcus Mane,36,Portugal,AC Milan,Eredivisie,RM,61,62,64,63,55,88,35,34,10,5,2312,2,61180000
Rodrygo Mane,17,Spain,Manchester United,Bundesliga,CB,60,60,52,56,71,62,48,43,16,11,3827,0,60460000
Alisson Rice,40,Italy,Bayern Munich,Primeira Liga,CAM,84,84,67,81,69,87,87,47,17,11,3572,2,84050000
Ferran Mount,17,Spain,Arsenal,Bundesliga,RW,65,70,74,59,67,60,66,32,12,8,2720,0,67260000
Sergio Mendy,33,France,Barcelona,Primeira Liga,GK,68,68,70,71,82,64,66,38,16,11,3116,2,68140000
Declan Suarez,35,Italy,Manchester City,Ligue 1,CDM,79,88,79,65,81,79,63,49,12,12,3038,0,82500000
Thomas Rice,27,Germany,Sevilla,Bundesliga,RB,65,73,68,61,70,55,66,15,4,3,1080,5,67860000
Thiago Ter Stegen,30,Spain,AC Milan,Primeira Liga,GK,72,76,75,70,55,74,82,34,11,7,1836,3,73550000
Mason Jota,39,Netherlands,Manchester United,Saudi League,CDM,84,86,74,77,83,87,70,39,8,11,3471,4,84420000
Lionel Olmo,34,Chile,Liverpool,Bundesliga,RB,78,85,73,70,93,64,90,30,10,5,2430,3,80620000
Josko Nunez,28,Japan,Sevilla,Ligue 1,CB,62,63,48,78,73,64,71,36,12,9,2376,5,62440000
Achraf Mane,18,USA,AC Milan,Primeira Liga,ST,50,53,63,46,56,63,35,45,13,14,3060,4,51490000
Angel Olmo,31,Belgium,Liverpool,Premier League,LB,61,65,63,53,63,48,57,24,7,5,1272,0,62330000
Harry Rice,35,Norway,Barcelona,Saudi League,CB,77,84,90,64,74,73,66,38,14,8,2470,4,79800000
Manuel Reus,37,Belgium,Atletico Madrid,La Liga,CM,66,66,58,53,61,68,68,27,9,6,1539,4,65710000
Jude Nunez,31,Colombia,Chelsea,Eredivisie,CB,73,78,67,75,63,73,67,14,4,2,1218,5,74580000
Sadio Olmo,18,Norway,Dortmund,Bundesliga,RM,68,73,59,63,55,89,69,14,6,0,966,2,69940000
Ruben Musiala,39,Uruguay,Benfica,Bundesliga,RB,85,85,91,85,96,84,99,22,7,6,1782,4,84570000
David Rice,25,USA,Atletico Madrid,Saudi League,LB,66,66,51,73,39,89,56,32,11,9,2176,4,66050000
Thiago Nunez,30,Japan,Manchester City,La Liga,LM,68,68,50,77,66,68,60,25,3,4,1900,3,67550000
Vinicius Reus,31,Netherlands,Manchester City,Ligue 1,LW,95,95,99,90,91,99,99,14,0,3,1260,1,94380000
Lionel Felix,32,Norway,Arsenal,Saudi League,GK,69,73,71,73,84,61,79,43,14,9,2881,3,70660000
Marco Mendy,40,Chile,Bayern Munich,Saudi League,ST,83,83,74,71,67,82,75,29,8,7,1682,5,82600000
Marco Nkunku,36,Morocco,Porto,Bundesliga,CM,62,66,60,75,66,54,63,34,10,5,1734,1,63380000
Erling Mane,22,France,Al Hilal,Primeira Liga,LM,88,99,90,89,82,91,80,25,8,6,1750,0,92360000
Ruben Suarez,24,Brazil,Real Madrid,Serie A,RW,72,72,71,77,72,66,75,32,10,10,2144,1,72020000
Achraf Modric,40,Brazil,Juventus,Premier League,CF,65,65,69,68,44,61,42,44,12,11,2508,4,64800000
Luka Olmo,33,Italy,Al Nassr,Serie A,GK,59,62,54,50,66,59,49,48,15,8,4320,3,60290000
Mohamed Gundogan,17,Netherlands,Atletico Madrid,La Liga,CF,71,72,83,89,73,61,68,18,5,8,1404,4,71310000
Phil Hernandez,26,England,Inter Milan,Serie A,RM,66,77,66,61,51,66,56,22,6,6,1518,3,70180000
Eduardo Camavinga,20,Croatia,Al Nassr,Serie A,GK,54,59,52,37,49,55,46,11,3,2,957,4,55750000
Harry Foden,32,Portugal,Sevilla,Bundesliga,CB,70,70,66,77,60,63,82,20,10,3,1480,4,69860000
Robert Gundogan,33,USA,Chelsea,Primeira Liga,CDM,72,72,85,72,67,59,73,34,8,5,2312,2,71740000
Darwin Busquets,29,England,Manchester United,La Liga,CF,76,80,71,70,80,63,67,50,17,12,4500,4,77870000
Kevin Courtois,38,Germany,Atletico Madrid,Bundesliga,RM,71,78,87,48,69,77,52,21,6,5,1512,2,73340000
Rodrygo Modric,36,Japan,Dortmund,Serie A,GK,74,74,74,80,68,86,67,20,3,2,1700,2,73430000
Mason Jota,38,Japan,Porto,Primeira Liga,RW,57,57,65,52,65,67,55,34,13,10,2856,5,56890000
Gavi Camavinga,20,Italy,Manchester City,Bundesliga,CM,80,89,91,84,89,95,88,47,16,9,2726,4,84000000
Achraf Salah,23,Germany,Manchester United,Primeira Liga,LM,81,81,61,73,82,64,79,37,16,10,3108,0,81340000
Paul Di Maria,19,France,Porto,Bundesliga,CM,74,84,82,86,77,75,50,33,13,7,2244,2,78270000
Vinicius Modric,21,Argentina,Barcelona,Saudi League,CAM,82,82,84,65,70,80,84,22,6,3,1232,2,81880000
Kai Foden,40,France,Real Madrid,Serie A,LW,82,83,94,76,90,79,84,27,9,4,1998,0,82050000
Federico Lewandowski,27,Spain,Dortmund,Eredivisie,RM,58,61,45,56,56,55,62,39,13,7,2574,1,59310000
David Dias,21,Korea,Atletico Madrid,Bundesliga,LB,71,82,76,71,64,74,70,45,15,7,2430,1,75730000
Neymar Gundogan,22,Norway,Dortmund,Ligue 1,LM,74,80,73,75,76,89,57,47,17,11,3525,2,76810000
Erling Mbappe,35,Croatia,AC Milan,Eredivisie,CF,64,64,61,72,68,67,69,12,7,4,948,3,63650000
Bruno Hernandez,32,Portugal,Manchester City,Saudi League,CDM,69,78,61,62,58,79,71,34,12,8,2176,5,72560000
David Messi,27,Belgium,Manchester United,Bundesliga,CM,79,84,74,67,66,87,71,15,7,3,1230,3,80810000
Harry Di Maria,24,Colombia,Atletico Madrid,Bundesliga,CF,63,71,58,66,99,65,58,11,7,5,638,3,66070000
Ederson Kane,29,Brazil,Bayern Munich,Serie A,CAM,88,93,99,85,70,86,75,35,11,8,2520,4,89970000
Thomas De Bruyne,24,Netherlands,Porto,Saudi League,CM,69,78,72,85,67,80,70,49,16,10,2548,2,72920000
Marcus Camavinga,27,Portugal,Manchester United,Premier League,RB,73,78,61,73,82,75,55,30,14,6,2250,1,75160000
Luis Silva,19,Italy,Benfica,Serie A,RM,83,94,88,87,86,86,85,39,10,7,3432,2,87520000
Vinicius Hernandez,20,Netherlands,Ajax,Premier League,ST,62,62,79,45,52,55,52,16,8,2,1200,3,62000000
Andre Gundogan,24,Argentina,PSG,Ligue 1,RB,58,63,57,63,61,57,68,50,14,13,2900,2,60220000
Federico Haaland,17,Morocco,Sevilla,Serie A,LW,71,79,57,70,82,62,72,21,5,5,1701,1,74110000
Harry Busquets,35,Portugal,Dortmund,Bundesliga,RM,64,64,73,73,48,60,65,10,4,3,580,1,63500000
Ruben Haaland,22,Uruguay,Dortmund,La Liga,CAM,79,93,81,76,74,79,75,49,16,12,2548,3,84960000
Cristiano Pavard,23,Norway,Porto,Bundesliga,LM,75,78,73,76,59,78,74,45,16,9,3510,0,76540000
Mason Mahrez,35,Chile,Real Madrid,Bundesliga,RM,76,79,95,81,75,78,74,18,5,0,1350,5,76750000
Harry Felix,24,Chile,Liverpool,La Liga,CF,73,73,61,73,76,59,72,44,16,11,2904,4,73320000
Mason Benzema,33,Argentina,Dortmund,La Liga,GK,62,63,61,65,64,45,57,48,15,10,3456,5,62490000
David Rashford,36,Colombia,PSG,Premier League,CF,64,64,59,66,64,65,59,28,8,6,2380,0,63680000
Luis Kane,23,England,Al Nassr,La Liga,RW,66,70,63,71,64,57,84,23,7,5,1311,4,67490000
Marco Dias,22,Morocco,Manchester City,Saudi League,GK,69,76,90,71,57,64,76,26,10,8,1690,0,71860000
Sadio Busquets,24,Germany,Manchester City,Eredivisie,CDM,82,89,92,85,81,75,98,30,9,3,2310,2,84770000
Pedri Mahrez,17,Spain,Liverpool,Saudi League,RW,67,75,65,74,63,75,70,46,16,13,2806,0,70660000
Luka Pogba,26,Argentina,Real Madrid,Primeira Liga,CF,51,51,48,36,63,41,66,39,14,10,2301,1,51180000
Jude Musiala,21,Italy,Al Hilal,Saudi League,CB,59,67,59,41,52,68,55,11,3,0,913,4,61930000
Diogo Felix,26,Italy,Al Hilal,Bundesliga,CAM,72,75,78,75,80,48,55,26,9,5,2314,4,73130000
Karim Olmo,26,Netherlands,Real Madrid,Premier League,CF,83,83,60,78,74,89,81,38,14,12,3344,4,83180000
Benjamin Salah,25,England,Manchester City,Ligue 1,GK,65,67,72,77,56,80,79,18,9,2,1548,5,65750000
Sergio Havertz,21,Morocco,Liverpool,Saudi League,LW,75,85,67,74,81,90,77,24,6,6,2016,0,78880000
Riyad Messi,23,Norway,Liverpool,Saudi League,RM,80,87,64,96,77,65,81,14,7,1,1050,5,82690000
Sadio Mount,29,Korea,Manchester City,Premier League,CM,79,82,71,88,79,74,67,13,3,4,988,0,79770000
Rodrygo Foden,22,England,Inter Milan,Bundesliga,CDM,69,76,72,76,69,73,70,29,9,6,2117,5,71810000
Erling Messi,31,USA,Inter Milan,Ligue 1,CAM,65,65,56,62,89,83,61,15,5,0,1080,4,64630000
Reece Suarez,18,Norway,Dortmund,La Liga,ST,74,78,86,72,67,81,64,39,12,9,2964,0,75840000
Ferran Pogba,27,Norway,PSG,Ligue 1,LW,80,81,85,77,87,78,77,15,6,1,780,3,80160000
Achraf Modric,38,Morocco,Sevilla,Bundesliga,CF,71,75,72,78,71,86,86,25,10,5,1875,4,72340000
Erling Valverde,40,England,Barcelona,Saudi League,RB,95,99,94,95,75,90,76,50,13,12,2750,5,96450000
Diogo Mane,19,Uruguay,AC Milan,Bundesliga,ST,65,65,68,66,74,57,36,27,12,6,1431,2,65220000
Achraf Mount,23,Portugal,Manchester City,Bundesliga,RW,92,92,99,99,69,93,74,42,12,9,3612,5,92140000
Erling Musiala,30,Uruguay,Arsenal,La Liga,CF,67,72,66,56,60,78,76,45,13,6,3510,3,69050000
Ferran Musiala,20,Netherlands,Benfica,Ligue 1,CDM,65,65,45,53,74,61,71,45,15,9,3960,1,65350000
Erling Gundogan,27,Japan,Chelsea,Serie A,LM,61,64,52,63,75,63,44,49,18,12,2597,5,62560000
Eduardo Lewandowski,36,Spain,Chelsea,Bundesliga,CB,56,56,47,52,61,43,44,15,5,4,1260,0,55530000
Rodrygo Haaland,37,Colombia,Inter Milan,Primeira Liga,GK,64,72,59,73,58,66,61,18,7,3,1224,5,66810000
Diogo Pogba,30,Netherlands,Al Hilal,Primeira Liga,LM,73,74,77,78,85,60,49,15,4,0,960,0,73000000
Kai Mbappe,30,France,Arsenal,Serie A,CAM,88,92,92,94,91,86,70,38,12,7,3002,0,89600000
Diogo Haaland,31,Croatia,Porto,Saudi League,ST,61,70,66,63,61,73,54,23,6,5,1771,3,64280000
Jude Musiala,29,USA,Al Nassr,Primeira Liga,RM,67,74,57,70,35,72,65,28,9,4,1428,5,69670000
Eduardo Mahrez,38,Chile,Atletico Madrid,Premier League,CDM,54,56,54,45,46,67,57,11,4,0,627,5,54240000
Kai Rice,22,Colombia,Manchester United,Serie A,RW,67,67,56,70,50,52,66,20,4,5,1060,2,66760000
Rodrygo Nkunku,17,Belgium,Sevilla,Primeira Liga,CDM,73,80,77,69,65,80,64,27,9,5,1377,3,75910000
Cristiano Mahrez,24,Korea,Al Nassr,Primeira Liga,CDM,63,69,50,67,79,67,43,10,0,0,500,3,64920000
Luka Alcantara,34,Spain,Manchester City,La Liga,RM,63,63,78,54,53,72,86,17,3,3,1462,3,62470000
Josko Modric,27,Norway,Juventus,Bundesliga,LW,77,77,91,70,90,77,68,18,3,1,1206,2,76610000
Marco Benzema,35,France,Bayern Munich,Eredivisie,ST,70,70,61,82,75,57,75,34,14,8,2992,0,70000000
Bruno Olmo,32,Germany,Bayern Munich,Primeira Liga,CAM,79,80,77,97,78,80,84,27,12,7,2052,3,79360000
David Dias,38,Spain,Porto,Saudi League,RB,80,80,93,71,75,75,92,14,4,4,798,5,79440000
Kylian Ronaldo,21,USA,Manchester City,Primeira Liga,LB,78,88,73,87,70,84,75,46,14,14,2668,0,82280000
Pedri Mahrez,22,France,Bayern Munich,Primeira Liga,RW,75,78,84,86,73,71,83,50,19,15,4300,3,76710000
Eduardo Alcantara,28,Chile,Ajax,Saudi League,GK,68,68,65,72,99,61,79,24,10,6,1728,4,67940000
Thiago Mane,26,Brazil,Al Nassr,Ligue 1,CF,74,74,72,79,58,80,75,21,5,5,1722,1,73730000
Gavi Silva,32,Korea,Al Nassr,Ligue 1,RB,69,74,63,77,81,65,62,40,15,11,2760,2,71110000
Reece Pogba,38,Korea,Chelsea,Ligue 1,LB,53,56,52,49,43,51,53,12,1,4,624,3,53490000
David Dias,25,Uruguay,Manchester United,Premier League,GK,80,84,87,72,87,86,81,42,13,10,3066,3,81750000
Ederson Ter Stegen,28,France,Dortmund,Eredivisie,LW,72,76,72,66,55,73,66,15,9,5,1050,3,73490000
Jan Suarez,21,Brazil,Porto,Primeira Liga,RW,83,90,99,86,89,99,72,34,11,7,2380,5,85930000
Kevin Modric,23,Portugal,Manchester United,Premier League,LM,79,87,88,83,70,61,90,30,11,8,2430,5,82290000
Joao Ronaldo,24,Netherlands,Liverpool,Premier League,LW,75,84,66,66,84,73,87,23,9,7,1380,3,78570000
Harry Nkunku,25,Argentina,Porto,Premier League,RW,71,71,74,69,74,72,83,43,16,8,3268,4,71300000
Andre Musiala,32,Portugal,Sevilla,Eredivisie,CM,68,68,54,76,66,71,63,46,11,13,2346,5,67910000
Josko Camavinga,34,Croatia,AC Milan,Saudi League,CDM,76,78,72,74,70,85,63,40,11,8,2440,4,76670000
Mohamed Rice,33,Brazil,Manchester United,Premier League,CB,74,79,75,67,60,66,70,24,7,6,1248,2,75690000
Jude Lewandowski,31,Portugal,Inter Milan,Premier League,LB,71,71,65,71,91,62,70,42,10,11,2940,0,70880000
Thomas Messi,27,Norway,Juventus,Bundesliga,CB,91,96,95,99,97,92,75,22,8,6,1496,2,92860000
Cristiano Busquets,31,Argentina,Manchester City,Premier League,CDM,77,77,90,80,74,64,76,47,19,10,3337,3,77330000
Ruben Rice,22,Portugal,Sevilla,Premier League,CM,93,97,99,99,88,91,99,37,12,9,2257,3,94760000
Kylian Suarez,26,Brazil,Juventus,Bundesliga,CAM,67,67,61,60,88,57,74,41,12,7,3403,5,67080000
Sadio Hernandez,26,Colombia,Barcelona,Saudi League,LW,63,65,58,69,62,61,57,38,10,8,3306,3,63780000
Achraf Busquets,22,Croatia,Al Hilal,Eredivisie,CF,57,62,65,38,51,66,48,44,16,11,2948,5,59360000
Bernardo Olmo,21,Croatia,Al Hilal,Eredivisie,RM,63,69,44,57,58,62,55,16,5,3,928,0,65230000
Karim Di Maria,34,Uruguay,Arsenal,Bundesliga,RB,82,83,82,66,80,81,84,25,7,6,1525,2,82070000
Ruben Courtois,33,Korea,Al Hilal,Primeira Liga,LW,85,93,81,85,76,76,74,17,6,3,935,5,87840000
Manuel Courtois,24,Netherlands,Arsenal,Primeira Liga,ST,69,72,83,60,66,80,73,45,10,13,2700,4,70220000
Vinicius Reus,24,Chile,Benfica,La Liga,LW,87,90,82,79,93,75,87,40,15,8,2720,2,88470000
Ruben Mendy,33,Chile,Inter Milan,Ligue 1,CF,62,62,48,70,61,53,79,48,12,10,3120,5,61940000
Federico Busquets,29,Chile,Benfica,La Liga,CM,50,61,35,37,51,64,52,17,6,4,1088,3,54120000
Diogo Ter Stegen,21,Morocco,Al Hilal,La Liga,LM,55,57,49,61,49,81,62,46,18,10,2346,3,56280000
Ruben Benzema,24,Croatia,Arsenal,Ligue 1,RW,69,74,60,68,76,74,80,47,15,11,3243,3,71270000
Paul Fernandes,28,Chile,Al Nassr,Saudi League,CB,74,84,62,70,75,97,84,18,7,7,1098,3,77790000
Diogo Rashford,37,Spain,Liverpool,Bundesliga,ST,73,78,79,60,69,61,74,35,11,9,2730,1,74810000
Declan Busquets,17,Uruguay,Benfica,Primeira Liga,ST,59,59,55,82,75,54,68,42,10,12,3654,2,59160000
Cristiano Benzema,40,Morocco,Chelsea,Saudi League,GK,51,51,45,56,35,75,57,27,9,6,2025,1,50650000
Sergio Silva,33,USA,Sevilla,Premier League,CDM,70,71,70,80,75,73,73,50,13,12,2900,4,70390000
Benjamin Nkunku,33,Korea,Manchester United,Eredivisie,ST,76,79,80,99,71,71,88,21,6,5,1218,2,76840000
Diogo Nkunku,24,Uruguay,AC Milan,Bundesliga,CDM,58,60,53,66,55,41,58,35,8,9,1820,1,58720000
Angel Pavard,30,Uruguay,Barcelona,Premier League,CF,53,55,48,58,71,35,42,46,14,13,3864,0,53900000
Jude Rashford,26,Germany,AC Milan,La Liga,RB,80,81,77,78,80,90,72,45,15,10,4005,4,80630000
Lionel Havertz,18,Korea,Sevilla,Ligue 1,CB,64,72,55,67,73,79,57,44,14,9,2200,0,67540000
Mohamed Pogba,25,Morocco,AC Milan,Ligue 1,CF,67,76,44,59,79,99,60,50,18,12,3950,5,71000000
Pedri Musiala,30,Belgium,AC Milan,Primeira Liga,CDM,52,52,57,61,59,39,82,42,14,10,3318,2,52100000
Marcus Valverde,36,Croatia,PSG,Saudi League,LW,73,77,60,61,97,52,84,44,14,11,2332,0,74580000
Kylian Jota,33,Germany,Manchester United,Saudi League,RM,50,53,51,41,39,63,41,48,15,11,4272,3,51290000
Karim Mahrez,28,Netherlands,Dortmund,Saudi League,CB,82,89,81,93,83,71,78,50,17,13,3300,4,85090000
Phil Pavard,30,Spain,Juventus,La Liga,CAM,83,83,82,99,83,86,86,15,2,6,990,4,82500000
Paul Reus,21,Norway,Liverpool,Saudi League,ST,73,73,89,91,80,81,77,24,9,5,1656,2,73030000
Alisson Mendy,25,Norway,Benfica,Saudi League,LW,74,77,83,65,74,77,88,13,7,6,1014,1,75050000
Cristiano Mendy,26,Italy,Chelsea,Primeira Liga,LW,58,58,57,62,66,57,44,25,12,5,2025,1,58080000
Diogo Benzema,39,France,Chelsea,La Liga,RW,55,61,60,57,62,37,56,43,14,10,2623,3,57320000
Ilkay Jota,18,Morocco,Dortmund,La Liga,RB,71,75,57,70,86,69,61,20,6,6,1380,3,72540000
Marco Pogba,17,Argentina,Atletico Madrid,Primeira Liga,LW,74,76,71,74,71,59,90,26,10,4,2132,5,74960000
Kevin Mahrez,37,Chile,Real Madrid,Ligue 1,CDM,85,85,98,88,91,99,85,29,9,10,1624,1,84710000
Harry Rashford,30,Norway,Manchester City,Bundesliga,RW,79,83,69,81,70,93,88,23,7,2,1978,1,80350000
Andre Mount,24,Korea,Porto,Ligue 1,LW,88,88,98,93,87,86,83,27,9,5,2376,4,87970000
Phil Benzema,20,Uruguay,Real Madrid,Primeira Liga,ST,69,78,87,57,78,62,54,42,14,8,2100,0,72900000
Marcus Ter Stegen,34,Japan,Barcelona,Eredivisie,GK,66,67,61,61,71,59,66,11,3,0,660,5,65870000
David Havertz,18,Croatia,PSG,Serie A,RM,83,87,95,88,74,81,88,37,14,9,3219,0,84940000
Harry Courtois,19,Belgium,Benfica,La Liga,LW,63,66,61,65,73,55,67,14,2,1,1036,3,63920000
Jan Hernandez,37,Croatia,Barcelona,Primeira Liga,RM,63,77,68,58,68,50,70,49,15,14,3822,1,68610000
Mason Musiala,20,Germany,Liverpool,Primeira Liga,LM,53,54,54,52,35,49,67,39,15,10,1989,5,53750000
Ruben Felix,26,Uruguay,Benfica,Saudi League,CDM,72,73,50,72,84,78,68,30,11,3,2580,1,72430000
Marc Kane,29,Korea,AC Milan,Bundesliga,LW,75,81,77,66,73,82,84,28,4,3,1540,3,77020000
Joao Junior,24,Portugal,Barcelona,Premier League,RW,69,74,68,73,72,83,57,32,9,8,2112,2,70970000
Achraf Nkunku,25,France,Barcelona,Eredivisie,CAM,71,75,64,48,68,85,79,49,16,12,4018,4,72900000
Marcus Fernandes,35,Belgium,Al Nassr,Saudi League,CM,65,76,83,88,60,47,79,48,13,13,3696,5,69350000
Robert Felix,28,Netherlands,Porto,La Liga,LW,76,76,68,60,89,92,94,22,8,6,1628,2,75840000
Phil Gundogan,28,USA,Barcelona,Saudi League,CAM,71,76,63,65,67,60,57,24,6,11,1584,0,72740000
Ruben Messi,39,USA,Manchester City,Serie A,CAM,82,83,78,77,66,71,54,47,12,9,2350,3,82220000
Sergio Suarez,24,Brazil,Liverpool,Eredivisie,CF,83,86,87,83,75,70,81,45,14,15,4050,2,84420000
Thiago Mahrez,20,Uruguay,Porto,Primeira Liga,LB,65,72,76,68,61,72,91,40,13,11,3600,1,68050000
Kai Haaland,40,Chile,Benfica,Primeira Liga,LB,75,81,76,54,77,81,84,34,11,10,2006,2,77150000
Reece Mount,39,Netherlands,Al Nassr,Eredivisie,RB,72,79,70,61,47,45,79,31,12,7,2015,4,74620000
Joao Reus,39,Colombia,Bayern Munich,Serie A,CF,77,77,54,75,77,71,77,42,13,11,3486,0,76870000
Jan Fernandes,19,Colombia,Arsenal,Serie A,RM,64,67,61,73,80,77,74,16,8,0,1104,0,65220000
Cristiano Olmo,25,Brazil,AC Milan,Primeira Liga,CF,79,87,95,88,86,63,84,29,8,8,2262,2,82100000
Ilkay Mount,36,Norway,Juventus,Bundesliga,CDM,61,61,52,52,57,58,52,27,12,9,1944,1,60880000
Pedri Pavard,22,Norway,Manchester United,Eredivisie,GK,63,76,65,82,74,39,60,40,14,12,3480,2,68460000
Sadio Camavinga,18,Netherlands,Al Nassr,Bundesliga,CF,78,78,64,86,78,59,62,37,14,11,1961,5,78340000
Alisson Jota,27,Portugal,Juventus,Premier League,CB,66,67,66,52,74,61,71,37,16,12,1961,5,66660000
Manuel Nkunku,21,Chile,Sevilla,Saudi League,GK,70,74,54,64,50,58,62,33,7,11,2079,2,71530000
Ederson Junior,19,Portugal,Al Nassr,Eredivisie,CF,63,63,77,66,63,48,63,43,15,11,2967,3,63370000
Cristiano Lewandowski,18,Norway,Inter Milan,Saudi League,LM,68,68,97,60,52,66,56,33,10,10,2805,5,68140000
Jan Jota,31,France,Liverpool,Serie A,LM,73,81,57,84,77,75,58,21,6,5,1176,2,75880000
Marco Camavinga,23,Uruguay,Atletico Madrid,Primeira Liga,CB,79,87,73,72,70,64,71,48,16,11,2544,3,82540000
Harry Courtois,26,Uruguay,Manchester United,Eredivisie,CF,75,85,89,68,73,75,78,31,10,7,2356,5,78980000
Luis Reus,23,Belgium,Juventus,Serie A,RM,67,68,47,60,57,65,65,31,9,5,2201,5,67390000
Harry De Bruyne,19,Korea,PSG,Premier League,CF,69,70,71,76,67,89,82,32,11,9,2560,2,69570000
Mohamed Mahrez,22,Korea,Al Nassr,Serie A,CF,67,73,66,54,76,50,78,37,9,6,3145,1,69410000
Joao Benzema,28,Korea,Inter Milan,Serie A,CAM,82,82,80,84,97,61,76,16,3,2,1088,5,81590000
Kai Jota,32,Germany,AC Milan,Serie A,CDM,73,73,69,67,70,80,83,30,9,6,1590,5,72810000
Riyad Mount,29,Portugal,Inter Milan,Primeira Liga,CM,58,58,61,60,62,43,71,38,9,6,3192,3,57870000
Bernardo Becker,20,Portugal,Atletico Madrid,Primeira Liga,GK,61,72,61,64,56,72,58,37,13,6,2775,0,65650000
Bernardo Kane,29,Morocco,Manchester United,Serie A,CB,62,62,70,69,53,81,66,34,12,8,2312,5,62020000
Kevin Courtois,33,France,Juventus,Saudi League,LW,68,76,63,76,56,74,66,15,5,3,1005,1,70790000
Alisson Ter Stegen,35,Chile,Benfica,La Liga,CAM,93,97,99,94,99,99,82,35,11,5,2415,0,94450000
Thiago Dias,25,Netherlands,Dortmund,Bundesliga,RW,71,76,59,82,82,82,78,21,6,5,1596,3,72800000
